Date,Day of Week,flow_type_LPW_to_HPM,total_od_flow_LPW_to_HPM,total_do_flow_LPW_to_HPM,total_flow_LPW_to_HPM,origin_total_flow_LPW_to_HPM,flow_share_LPW_to_HPM,log_flow_share_LPW_to_HPM
2019/4/24,Wednesday,LPW_to_HPM,1788.0,1974.0,3762.0,73486.0,0.0243311651198867,-3.715997235134102
2019/4/25,Thursday,LPW_to_HPM,1690.0,1907.0,3597.0,72637.0,0.023266379393422,-3.760745904945738
2019/4/26,Friday,LPW_to_HPM,1741.0,2008.0,3749.0,74707.0,0.0233043757613075,-3.7591141351283817
2019/4/27,Saturday,LPW_to_HPM,1649.0,1886.0,3535.0,69681.0,0.023664987586286,-3.7437586401841294
2019/4/28,Sunday,LPW_to_HPM,1270.0,1507.0,2777.0,53599.0,0.0236944719117894,-3.7425135107158
2019/4/29,Monday,LPW_to_HPM,1508.0,1863.0,3371.0,68814.0,0.0219141453773941,-3.8206229430246776
2019/4/30,Tuesday,LPW_to_HPM,1433.0,1819.0,3252.0,67484.0,0.021234663031237,-3.852120383897695
2019/5/1,Wednesday,LPW_to_HPM,1781.0,2030.0,3811.0,73901.0,0.0240998092042056,-3.725551355354808
2019/5/2,Thursday,LPW_to_HPM,1702.0,1866.0,3568.0,70357.0,0.0241909120627656,-3.721778250946734
2019/5/3,Friday,LPW_to_HPM,1873.0,1819.0,3692.0,73456.0,0.0254982574602483,-3.6691451640449153
2019/5/4,Saturday,LPW_to_HPM,1630.0,1570.0,3200.0,62966.0,0.0258869866277038,-3.654014883352142
2019/5/5,Sunday,LPW_to_HPM,1211.0,1299.0,2510.0,52197.0,0.0232005670823993,-3.7635785574017366
2019/5/6,Monday,LPW_to_HPM,1562.0,1681.0,3243.0,65821.0,0.0237310280913386,-3.74097188493276
2019/5/7,Tuesday,LPW_to_HPM,1521.0,1698.0,3219.0,65258.0,0.0233074872046339,-3.758980630774209
2019/5/8,Wednesday,LPW_to_HPM,1717.0,1805.0,3522.0,70239.0,0.0244451088426657,-3.711325130408129
2019/5/9,Thursday,LPW_to_HPM,1603.0,1779.0,3382.0,69035.0,0.0232201057434634,-3.762736748740702
2019/5/10,Friday,LPW_to_HPM,1807.0,1921.0,3728.0,74101.0,0.0243856358213789,-3.713761015877544
2019/5/11,Saturday,LPW_to_HPM,1563.0,1668.0,3231.0,65916.0,0.0237119970872018,-3.741774152709148
2019/5/12,Sunday,LPW_to_HPM,1311.0,1355.0,2666.0,54014.0,0.0242714851705113,-3.718453067440098
2019/5/13,Monday,LPW_to_HPM,1504.0,1660.0,3164.0,64212.0,0.0234224132560892,-3.75406188358952
2019/5/14,Tuesday,LPW_to_HPM,1574.0,1656.0,3230.0,66289.0,0.0237445126642429,-3.7404038209127486
2019/5/15,Wednesday,LPW_to_HPM,1741.0,1852.0,3593.0,69517.0,0.0250442337845419,-3.687111666190484
2019/5/16,Thursday,LPW_to_HPM,1749.0,1793.0,3542.0,71833.0,0.0243481408266395,-3.715299784457234
2019/5/17,Friday,LPW_to_HPM,1783.0,1822.0,3605.0,74726.0,0.0238605037068757,-3.7355307516016
2019/5/18,Saturday,LPW_to_HPM,1517.0,1628.0,3145.0,64108.0,0.0236631933612029,-3.743834460764937
2019/5/19,Sunday,LPW_to_HPM,1296.0,1380.0,2676.0,53598.0,0.0241800067166685,-3.7222291560176752
2019/5/20,Monday,LPW_to_HPM,1496.0,1589.0,3085.0,64072.0,0.0233487326757397,-3.7572125714691
2019/5/21,Tuesday,LPW_to_HPM,1505.0,1636.0,3141.0,65787.0,0.0228768601699423,-3.7776293522221738
2019/5/22,Wednesday,LPW_to_HPM,1692.0,1651.0,3343.0,67858.0,0.0249344218809867,-3.6915060252944687
2019/5/23,Thursday,LPW_to_HPM,1679.0,1703.0,3382.0,69421.0,0.0241857651143025,-3.721991037305073
2019/5/24,Friday,LPW_to_HPM,1715.0,1769.0,3484.0,70524.0,0.0243179626793715,-3.716539996800613
2019/5/25,Saturday,LPW_to_HPM,1388.0,1616.0,3004.0,57602.0,0.0240963855421686,-3.725693427236656
2019/5/26,Sunday,LPW_to_HPM,1112.0,1331.0,2443.0,50462.0,0.0220363838135626,-3.815060381953802
2019/5/27,Monday,LPW_to_HPM,1081.0,1219.0,2300.0,45642.0,0.0236843258402348,-3.742941806586151
2019/5/28,Tuesday,LPW_to_HPM,1542.0,1540.0,3082.0,64655.0,0.0238496635991029,-3.735985166606679
2019/5/29,Wednesday,LPW_to_HPM,1574.0,1588.0,3162.0,68046.0,0.023131411104253,-3.766563797066037
2019/5/30,Thursday,LPW_to_HPM,1672.0,1560.0,3232.0,67629.0,0.024723121737716,-3.700016370477598
2019/5/31,Friday,LPW_to_HPM,1725.0,1789.0,3514.0,73041.0,0.0236168727153242,-3.745793876837819
2019/6/1,Saturday,LPW_to_HPM,1423.0,1626.0,3049.0,64074.0,0.0222086961950245,-3.807271346309748
